,Word,Embeddings similarity,Neighbours similarity
9468,pisano,0.403505595266,0.0
9469,surgery,0.403497232328,0.206656141212
9470,sallow,0.403486982408,0.0824747683551
9471,astray,0.403470478359,0.106532573009
9472,withered,0.403449032939,0.0189424150608
9473,salicylic,0.40341312188,0.0565443036824
9474,fleecy,0.403385723041,0.0969394080347
9475,lanyon,0.403341167705,0.0
9476,broadly,0.403330102383,0.350849464657
9477,hidden,0.403316372582,0.482396652419
9478,intently,0.403311104714,0.540436363268
9479,din,0.40330050237,0.0
9480,navigation,0.403292378463,0.0633647120256
9481,pecos,0.403283374878,0.0
9482,jutted,0.403282081173,0.0
9483,werke,0.403267770958,0.0
9484,hounds,0.403259474659,0.180831841897
9485,clapping,0.403226924989,0.280289456403
9486,lessor,0.403222943393,0.375959424718
9487,occipital,0.403214679319,0.235277032636
9488,internal,0.403178108129,0.300499064802
9489,bravery,0.403174544003,0.398533611231
9490,exerts,0.403161002403,0.552853263902
9491,dura,0.403076760838,0.188515347962
9492,straw,0.403043066109,0.089225432703
9493,carinthia,0.403040582757,0.0363492165187
9494,comprises,0.403037301324,0.359061527588
9495,dwelt,0.40302814253,0.154381847251
9496,stem,0.403024984775,0.135956625734
9497,ambulances,0.403015784217,0.0127175704926
9498,deptford,0.402990670495,0.0126305169011
9499,heretofore,0.402978282607,0.238539708829
9500,planking,0.402973562911,0.0
9501,otway,0.40296164794,0.0228663869222
9502,inspect,0.402910633006,0.323572689154
9503,dominions,0.402854180013,0.250039948457
9504,magic,0.402846049524,0.293597046932
9505,geschichte,0.402837955482,0.0
9506,rubidium,0.402832185969,0.0426799687444
9507,provencal,0.402813546338,0.0
9508,cube,0.402797103134,0.115802047007
9509,philippines,0.402790635087,0.182422620487
9510,haste,0.402785242908,0.116369993513
9511,stricken,0.402776684988,0.209852464848
9512,chambers,0.402752941695,0.0945745393043
9513,oriental,0.402741726463,0.0886308825276
9514,knotted,0.402718997979,0.0188576413754
9515,illyricum,0.402704018302,0.0943735913699
9516,pull,0.402685755773,0.30024923321
9517,boundary,0.402662353988,0.209461839645
9518,laidlaw,0.40265087364,0.0
9519,grade,0.402628780051,0.159686369899
9520,scalp,0.402626015338,0.138178654626
9521,lynchburg,0.402619706291,0.0174848139962
9522,infancy,0.402608596084,0.315627295173
9523,tibial,0.402601631888,0.113917513234
9524,generic,0.402580188994,0.149024203303
9525,economists,0.402568699148,0.461802519657
9526,harbor,0.402567597459,0.192186597593
9527,humanity,0.402536478895,0.20474490602
9528,soothing,0.402518712198,0.0681084257733
9529,wallas,0.402499205094,0.0
9530,disposed,0.402495203956,0.119961572635
9531,veterinary,0.402487021902,0.306177785533
9532,winging,0.402471941931,0.0128000409524
9533,gonorrhea,0.40244332986,0.146642481172
9534,entropy,0.402434299285,0.171321536446
9535,jesu,0.402411652563,0.0
9536,apartments,0.402407642236,0.405601154789
9537,disregard,0.402401647042,0.358150981458
9538,heaving,0.402389374557,0.069057772136
9539,generator,0.402388431076,0.252308099339
9540,cluster,0.402387206338,0.177749379108
9541,bombay,0.402372154785,0.249724918463
9542,caudal,0.402360236639,0.22577999533
9543,disputed,0.402353751432,0.298385323078
9544,scribner,0.402348598259,0.0
9545,dolomite,0.402341908435,0.204200216027
9546,leak,0.40233610971,0.126350160469
9547,bordering,0.402329633298,0.147248176944
9548,residue,0.402328592232,0.117671211549
9549,ushered,0.402321856616,0.433065232132
9550,principe,0.402314848841,0.0185499173997
9551,smoothly,0.402307199878,0.246569035466
9552,catskill,0.402281330892,0.0162443644669
9553,rochester,0.40226113678,0.0330163128061
9554,introductory,0.402248068755,0.241430663358
9555,lip,0.402242698119,0.261318823973
9556,patrick,0.402228996024,0.031466452636
9557,madison,0.402227244008,0.107155799629
9558,neil,0.402224063418,0.0128927921206
9559,bounderby,0.40222163256,0.0222328557135
9560,unions,0.402203920848,0.341856943943
9561,gratefully,0.402200338947,0.289941898494
9562,antioch,0.402185048237,0.310078995185
9563,cupful,0.402169639722,0.0152483598171
9564,prevalence,0.402153849707,0.0626683298173
9565,glistening,0.402141770971,0.18275578267
9566,longitudinal,0.402124640558,0.186074926216
9567,philosophie,0.402118855819,0.0
9568,catalogue,0.402117962401,0.226647899504
9569,re,0.402094504477,0.0245768978087
9570,starving,0.4020822902,0.407536661035
9571,sulphate,0.402004474457,0.210212246416
9572,nursery,0.401997277837,0.229529070946
9573,attach,0.401970543222,0.17452509472
9574,outang,0.401967677797,0.0
9575,interval,0.401965180217,0.369429401295
9576,tremor,0.401963649863,0.0721804498765
9577,wolf,0.40195869833,0.228349900787
9578,eleazar,0.401956138164,0.0
9579,dots,0.401952750138,0.147269011166
9580,analyzer,0.401925404539,0.0333179186746
9581,annals,0.401919753639,0.162381781857
9582,constituted,0.401867785266,0.303705137522
9583,labourer,0.401861348264,0.388021392801
9584,composure,0.401839382109,0.058179825565
9585,ratcliffe,0.401829933968,0.0
9586,individuality,0.401822838446,0.241108555669
9587,rang,0.401821997717,0.265717727351
9588,exciting,0.401771532255,0.11474560821
9589,desolation,0.401770132892,0.251528711656
9590,moustache,0.401733361124,0.222180792627
9591,competitive,0.401725727844,0.202977315532
9592,occasionally,0.401719372042,0.308865308259
9593,secretly,0.401706008243,0.0791008632679
9594,laminae,0.401679300055,0.0737406700687
9595,polignac,0.401651378536,0.0
9596,nach,0.401645818911,0.0349442073803
9597,unfit,0.401620032601,0.36798724157
9598,jr,0.40160012806,0.0
9599,budded,0.401573395539,0.0
9600,trembled,0.401542250793,0.201205008727
9601,weale,0.401530702521,0.0
9602,piety,0.401514026853,0.511896891644
9603,nombre,0.40150374602,0.0
9604,making,0.401498940025,0.2698308267
9605,enlarged,0.401479820131,0.461464389027
9606,exercises,0.401466316468,0.172942807929
9607,lecithin,0.401455825785,0.0210119656625
9608,lessee,0.401451298695,0.50291860705
9609,disburse,0.401446609325,0.0
9610,wells,0.401419735944,0.0649734374834
9611,cowpens,0.401406585372,0.0180026825103
9612,vault,0.401365175312,0.284505844468
9613,nationale,0.401340219021,0.112458435888
9614,fringe,0.401335805892,0.0190791548824
9615,distributing,0.401316879065,0.276101484069
9616,twinge,0.401301083033,0.244855893399
9617,piercing,0.401291051086,0.119466217642
9618,disintegration,0.401279598614,0.174403370024
9619,retention,0.401268730557,0.174675568403
9620,bamboos,0.401249761831,0.0199427254992
9621,grants,0.401240705466,0.19107821887
9622,trough,0.401196519763,0.122093946934
9623,bands,0.401194417981,0.0761511446335
9624,vireo,0.401176572585,0.0940179738453
9625,usage,0.401174898979,0.209563852863
9626,glooms,0.401170190517,0.0210656823013
9627,choosing,0.401097635763,0.481679571503
9628,combining,0.401075786496,0.210145200196
9629,knock,0.401075237569,0.209973448914
9630,sorghum,0.401071125479,0.349799211945
9631,volatile,0.401057289893,0.0970415206132
9632,approvingly,0.401054044497,0.0432119472917
9633,aside,0.40105240898,0.261114587341
9634,lossing,0.401048941879,0.0
9635,prime,0.401032455153,0.178263422994
9636,edema,0.401023580142,0.0670115777657
9637,stanislaus,0.401023299048,0.0
9638,hogs,0.401016687013,0.401999851704
9639,covent,0.400979794676,0.175414271643
9640,exempt,0.400971452087,0.331432816738
9641,munich,0.400967592845,0.182030462015
9642,sojourn,0.40096120703,0.149606326151
9643,susceptibility,0.400938529567,0.0412219464719
9644,cape,0.400932180923,0.040040427371
9645,loads,0.400899933665,0.333743898331
9646,craving,0.40089538564,0.180975785099
9647,reverend,0.400880273762,0.0136654368238
9648,purification,0.400869374564,0.0
9649,aves,0.400866017443,0.0
9650,rob,0.40086181082,0.256939900352
9651,miscellanies,0.400843123203,0.0
9652,digging,0.400841985353,0.290921878098
9653,invaluable,0.400832574315,0.393291143614
9654,espy,0.400825561055,0.0165693733769
9655,lowers,0.400782080171,0.416147295045
9656,faintest,0.400765931828,0.319307138238
9657,doubtful,0.400746994114,0.435341222646
9658,stateroom,0.400736457389,0.0
9659,shaping,0.400735119368,0.216553803257
9660,respectful,0.40072870409,0.265623593753
9661,maris,0.400723323132,0.0
9662,vocation,0.40067786624,0.139600726493
9663,secretaries,0.400669888444,0.380718282939
9664,allows,0.400651184358,0.52061142634
9665,depended,0.400650720321,0.537322003418
9666,discusses,0.400642778592,0.180215124726
9667,hides,0.400595436396,0.160741379019
9668,pressing,0.40059049699,0.211028067836
9669,obscure,0.400578466261,0.247594714062
9670,buddhism,0.400524979571,0.338042698862
9671,logs,0.400517608527,0.315419210389
9672,medicines,0.400512997891,0.212050115953
9673,strides,0.400505601133,0.0972016349097
9674,buyers,0.40048045448,0.324226872743
9675,foam,0.400445870111,0.0106652567627
9676,pulpit,0.400443328537,0.312273560586
9677,cholera,0.400409678984,0.538122684429
9678,search,0.400405281602,0.457005453289
9679,aleutian,0.400397518338,0.0213730957049
9680,antiquarians,0.400390372306,0.0
9681,confirm,0.400383473101,0.407840450457
9682,termed,0.400367607677,0.3609131005
9683,treasury,0.400363964387,0.317191044319
9684,jackson,0.400349275836,0.00815400288603
9685,brittany,0.400347062955,0.141660689642
9686,so,0.400311431452,0.392262055687
9687,iconium,0.400305244927,0.0611519769459
9688,theocritus,0.400302324182,0.0175533322687
9689,bloom,0.400272693662,0.230651877536
9690,piston,0.400262317563,0.413152378722
9691,fatigue,0.400261176691,0.106315398977
9692,howard,0.400259126241,0.0
9693,morn,0.400238462231,0.057260851888
9694,chanson,0.400231675282,0.0
9695,pentateuch,0.400228426743,0.313998628417
9696,cawdor,0.400223158741,0.0333708562579
9697,vanadium,0.400215116148,0.371188096589
9698,rites,0.400212079608,0.452459820173
9699,philadelphia,0.400197187535,0.104297985544
9700,emptying,0.400194466933,0.135118136615
9701,chintz,0.400186975816,0.0
9702,conquista,0.400152822311,0.0291390175433
9703,unstable,0.400147846113,0.0905343531996
9704,dusk,0.400132464087,0.501344714629
9705,beginnings,0.400119725385,0.344907313121
9706,combines,0.400114950775,0.307446982556
9707,fowl,0.400111099423,0.345305630312
9708,fractures,0.400105438885,0.446015866587
9709,persistence,0.400088424917,0.0621587172614
9710,monasteries,0.400071573014,0.431934654659
9711,paralysis,0.400049980916,0.104568215343
9712,bicuspid,0.400039195654,0.035175767509
9713,moors,0.400026251478,0.151017149382
9714,goodfellow,0.399986097503,0.0
9715,lend,0.399954323596,0.390485218482
9716,fractions,0.399951729189,0.231538097149
9717,dash,0.39995103011,0.108996390532
9718,illusion,0.399949302924,0.238621804315
9719,hazell,0.399946365204,0.0138286355512
9720,dupont,0.39991293102,0.0439705010134
9721,bees,0.399900322555,0.351313044375
9722,oppressively,0.399875072068,0.0374539402528
9723,thrasymachus,0.399874018441,0.0
9724,benevento,0.399838454058,0.0
9725,trigeminal,0.399837238851,0.290259675398
9726,dissimilar,0.399834779212,0.146018383319
9727,confirms,0.399832614765,0.139353258813
9728,placenta,0.399830924384,0.276563521162
9729,expert,0.399817705952,0.196349437349
9730,oleic,0.399809046777,0.193730719038
9731,consumer,0.399807099991,0.361245415905
9732,beautifully,0.399804712799,0.262112407972
9733,florida,0.399791719093,0.303480086496
9734,oxygenation,0.399780540266,0.062151701355
9735,alumina,0.399773787246,0.120970642835
9736,naething,0.399744406697,0.0518127455676
9737,cowslip,0.399732272495,0.0351657744496
9738,benjamin,0.399688156108,0.0582658817938
9739,uproar,0.399680100954,0.180205057081
9740,holiness,0.399665883583,0.336218337321
9741,paix,0.39966122372,0.0
9742,dynasty,0.399656812271,0.177217302939
9743,formulation,0.399656043009,0.0957435044099
9744,subordination,0.399644034785,0.102163707143
9745,bridles,0.399624429616,0.089219555951
9746,manure,0.399621305177,0.249863292952
9747,grating,0.399609362673,0.0513200268304
9748,comforts,0.399609000702,0.471953268349
9749,firm,0.399574669386,0.205117159281
9750,joab,0.399544878341,0.0
9751,oglethorpe,0.399541152428,0.0144223757227
9752,percentages,0.399528641514,0.315338494355
9753,billeted,0.399527165469,0.0558195745915
9754,ballet,0.399517757181,0.131441542231
9755,politically,0.399509903281,0.54471293462
9756,pangloss,0.399507086514,0.0163537601315
9757,denmark,0.399493914608,0.543554236229
9758,deter,0.399493440325,0.305558839324
9759,elementary,0.399455617668,0.241939494034
9760,dilates,0.399439752674,0.0118307127298
9761,engagement,0.39942768469,0.167810042214
9762,tutor,0.399404133222,0.230819667565
9763,keenly,0.399402797354,0.202518201019
9764,herpes,0.399396202063,0.0339749505695
9765,scranton,0.39936642088,0.0175738699038
9766,rainy,0.399365195094,0.440203969453
9767,atrocities,0.399351042708,0.319428186256
9768,futility,0.399315243851,0.289278090761
9769,genuine,0.399298693307,0.2344884737
9770,stalks,0.399271540896,0.128023056182
9771,grotesque,0.399269835868,0.158166281403
9772,displeasure,0.399250272913,0.401957562356
9773,cognac,0.399238903267,0.0772108750095
9774,miracles,0.399237034791,0.417057070699
9775,conveniently,0.39923688002,0.454088359315
9776,smithsonian,0.3992197379,0.196974129562
9777,hominem,0.399219519309,0.406369543091
9778,shivering,0.399205715054,0.0615136600705
9779,pilgrims,0.399127866845,0.324292094033
9780,leven,0.399079576627,0.0329599473785
9781,solicitor,0.399063990718,0.365528071479
9782,arena,0.399055187692,0.0833393553581
9783,scherzo,0.399047411335,0.0
9784,transcendentalism,0.399004025299,0.0
9785,specialist,0.399003534122,0.211371611793
9786,gaiety,0.39900143628,0.0
9787,brooches,0.39897697158,0.0793193212964
9788,gibraltar,0.398970184107,0.124543816347
9789,ecce,0.39895519426,0.0
9790,dissolves,0.398954116792,0.220161472071
9791,unreasonable,0.398945059431,0.242607547578
9792,cups,0.39892568504,0.0350877270448
9793,epigastric,0.398918391405,0.0752916058314
9794,wronging,0.398903396047,0.0
9795,bentham,0.398885390643,0.222811096207
9796,swamps,0.398882979793,0.237037355502
9797,sophie,0.398853407219,0.0
9798,competitors,0.39885214408,0.368032290468
9799,hilaire,0.39884615426,0.0593315009946
9800,immediate,0.39883717034,0.315606708277
9801,strada,0.398835161238,0.0
9802,higgins,0.398816146451,0.0
9803,finance,0.398800876637,0.319170806088
9804,course,0.398790587535,0.253392622121
9805,veined,0.398781650867,0.0
9806,uniformly,0.398766045923,0.118672999288
9807,berks,0.398761059678,0.0690602827567
9808,foi,0.398726960714,0.0
9809,classical,0.398704814852,0.159076693158
9810,combed,0.398674174237,0.190658535758
9811,discours,0.398654976468,0.0
9812,jungles,0.398649288607,0.0242596037397
9813,shots,0.398638655749,0.506176887081
9814,rivals,0.398590549471,0.333284406485
9815,carpets,0.398587759603,0.19624998525
9816,safe,0.398578553617,0.361550191485
9817,stato,0.398556146228,0.0
9818,sharpshooters,0.398535068064,0.0
9819,milwaukee,0.398513287147,0.171633420105
9820,sawest,0.398512490177,0.0
9821,maupassant,0.398510647205,0.0278671892595
9822,dived,0.398510072736,0.0600790628701
9823,courteous,0.398458700539,0.238478560623
9824,star,0.398457840754,0.257104189215
9825,invisible,0.398456028619,0.339436107472
9826,confinement,0.398454144369,0.561402600364
9827,devout,0.398437727015,0.132547264837
9828,womanhood,0.398409037189,0.10997695188
9829,engorgement,0.398397918943,0.0232492860789
9830,sonne,0.398383076461,0.0
9831,innocence,0.398353556877,0.252190508326
9832,warrant,0.398346252437,0.368461098318
9833,same,0.398338588422,0.396736553517
9834,bilious,0.39832878284,0.0
9835,attachment,0.398285074254,0.237476012801
9836,forbade,0.398282147857,0.495435593271
9837,crouched,0.398255757664,0.0532555493546
9838,sanskrit,0.398248086866,0.348297745132
9839,neutral,0.39823821774,0.0828439691735
9840,yielded,0.398196777976,0.25588438629
9841,clasping,0.398114952048,0.11610637666
9842,rented,0.398114445156,0.386360494703
9843,haye,0.398074586231,0.0
9844,titles,0.398071295437,0.261034748289
9845,platinum,0.398055055385,0.155380001905
9846,mules,0.398036113413,0.47430264335
9847,ambiguous,0.398030778014,0.323348815785
9848,repose,0.398015938782,0.278507675449
9849,chastity,0.398002396414,0.301618773394
9850,truly,0.39798356997,0.291423746648
9851,buckskin,0.397978889394,0.0785765703612
9852,testified,0.397977677986,0.419192534287
9853,arouse,0.397974235274,0.276161002077
9854,poe,0.39795821966,0.174482713623
9855,reviewed,0.397945759788,0.255735612332
9856,baths,0.397932189193,0.167920862784
9857,frost,0.39791614884,0.194783163196
9858,amenable,0.397889018656,0.141900828371
9859,discouraged,0.397882930793,0.257933612551
9860,razors,0.397878893047,0.0131358107751
9861,pole,0.397871035854,0.456980733479
9862,faut,0.397846281054,0.0
9863,anus,0.397818351816,0.291582059273
9864,stabbed,0.397805310602,0.207071126513
9865,strike,0.397759073667,0.398295752176
9866,ark,0.397753066971,0.196958547124
9867,sault,0.397742404606,0.0369497087564
9868,pulp,0.397734619248,0.0
9869,kettle,0.397734336657,0.221178936961
9870,realism,0.397691857844,0.095182896814
9871,slapped,0.39767353047,0.0564959414135
9872,dimly,0.397662365871,0.206723739198
9873,finer,0.397658739818,0.279114536057
9874,keyes,0.397654654877,0.0
9875,transactions,0.397638308379,0.250508788709
9876,seeded,0.397636289827,0.0320918577502
9877,disappear,0.397631909095,0.459372949831
9878,refutation,0.397629498496,0.0452610431267
9879,peaceful,0.397627717278,0.404481607852
9880,soap,0.397617724343,0.114559771358
9881,caution,0.397608884007,0.390923649407
9882,storia,0.397606933174,0.0
9883,flora,0.39759115949,0.184361120881
9884,bony,0.397584909352,0.0837482766514
9885,rearing,0.397575473939,0.0742360346587
9886,iliad,0.397526832821,0.415647012928
9887,effectual,0.397515188581,0.39989308426
9888,mozart,0.39749847595,0.279930992721
9889,import,0.397485163784,0.492136421737
9890,topaz,0.397483157409,0.0853269533503
9891,weights,0.397482255426,0.26705080028
9892,entries,0.39746697181,0.26365498094
9893,sexual,0.397428712962,0.0930209289937
9894,niagara,0.397408869142,0.128386153545
9895,disdainfully,0.397395571454,0.0
9896,trodden,0.397382524861,0.141372813377
9897,sonnenschein,0.397372274859,0.0
9898,emerge,0.397354785125,0.34626913416
9899,bearer,0.397346981325,0.372198852452
9900,hotels,0.397342644364,0.389525341845
9901,drizzling,0.397335424374,0.0144979619461
9902,algebra,0.397313555805,0.321088869546
9903,oppressed,0.39729054915,0.240205820684
9904,sweep,0.397270803841,0.183037704488
9905,canada,0.397267394654,0.308673792061
9906,turbine,0.397255886045,0.411943463196
9907,roses,0.397218622232,0.204642722555
9908,arsenic,0.3972159492,0.313514259719
9909,storage,0.397197639267,0.226215488684
9910,ruled,0.39718934619,0.216734329082
9911,politic,0.397180819781,0.143127330237
9912,presidency,0.397177413722,0.431742720228
9913,deserving,0.397169653492,0.445498661051
9914,belshazzar,0.397159095411,0.0
9915,emptied,0.397151348566,0.261392199394
9916,succulent,0.397149090461,0.0
9917,bracelets,0.397137405358,0.27250271178
9918,darkened,0.397133878299,0.193781033005
9919,pails,0.397125597421,0.00984387477474
9920,pawtucket,0.397106254284,0.0158463991313
9921,malo,0.397061464351,0.0153562503898
9922,twentieth,0.397045133421,0.490174857477
9923,leases,0.397027544161,0.319297701133
9924,rally,0.397011124951,0.0795656972393
9925,lamina,0.397003956842,0.0718351797008
9926,mcgill,0.396990692833,0.089878401899
9927,aristotle,0.396964896814,0.35937697814
9928,missing,0.396957698889,0.25325477257
9929,dictionary,0.39693192499,0.220477750327
9930,aston,0.396895930673,0.0
9931,tidings,0.396882291954,0.0
9932,paternal,0.39687522718,0.351196809802
9933,baudelaire,0.396858558361,0.0162176976242
9934,conferences,0.396857058725,0.304019719666
9935,bold,0.39685481903,0.29686307309
9936,disgrace,0.396844801641,0.411173126977
9937,packed,0.396832245934,0.146931031754
9938,myocardium,0.396814973367,0.033746697507
9939,respectfully,0.396813629148,0.439627753779
9940,item,0.396805878652,0.212439168384
9941,poitou,0.396801343118,0.0157995520032
9942,hind,0.396794883731,0.382438530587
9943,belly,0.396785920527,0.215695992192
9944,digestion,0.396782517305,0.294245251122
9945,blotched,0.396778745687,0.058800058388
9946,jealousy,0.39676295117,0.424210211233
9947,endosperm,0.396748475524,0.0
9948,tied,0.396731940769,0.31446983754
9949,alligators,0.396725348667,0.0532350154071
9950,heal,0.396724317567,0.318309136269
9951,mantled,0.396724193115,0.0292601045204
9952,cumberland,0.396718680944,0.121830903469
9953,wisest,0.396713684337,0.304600262547
9954,alienum,0.396705742074,0.273832952421
9955,anxiously,0.396704853369,0.574140526908
9956,unconverted,0.396682791594,0.0136749954075
9957,alcock,0.396678379282,0.0
9958,forger,0.396665091188,0.0164177041907
9959,ni,0.396659664196,0.112544549394
9960,vinegar,0.396651890877,0.168265776173
9961,trumpets,0.396613152182,0.354847210212
9962,evolved,0.39661053323,0.0531247383518
9963,vaguely,0.396608278363,0.0869060032485
9964,canopied,0.396605408022,0.0137260758231
9965,lotions,0.396576076358,0.0573508659524
9966,witching,0.396574553259,0.0
9967,unequal,0.39656081701,0.22863051823
9968,revealed,0.396550308864,0.361376305166
9969,warmly,0.396546506208,0.261369735112
9970,archaeological,0.396537847629,0.211290619595
9971,card,0.396536910184,0.13517455774
9972,asser,0.396518713227,0.0133151773285
9973,caracas,0.396481334289,0.0593615339013
9974,weakening,0.396475754677,0.235338398475
9975,anima,0.396459937424,0.0333112779317
9976,suez,0.396454651643,0.241998682899
9977,steppes,0.396454129204,0.0434134066667
9978,gooseberries,0.396431042436,0.161800894417
9979,unworthy,0.396421489722,0.172097635947
9980,depletion,0.396398518866,0.0276694700999
9981,weekly,0.396389155667,0.430725999926
9982,negotiating,0.396347463762,0.27711679856
9983,inhibition,0.396330352196,0.0535785806407
9984,speedy,0.396329891238,0.102848119444
9985,starches,0.396286607952,0.181435976045
9986,nests,0.3962768607,0.342862964048
9987,seemingly,0.396273637206,0.229804996366
9988,shaved,0.396244131814,0.168815531687
9989,blakiston,0.396198424985,0.0166572018465
9990,yours,0.396195929878,0.443898478962
9991,garish,0.396188843413,0.0168705289547
9992,howitt,0.396158090833,0.0
9993,classified,0.396157729814,0.399402859726
9994,deductions,0.396149170924,0.133872816674
9995,charcoal,0.396146058379,0.110438938919
9996,petroleum,0.396140379415,0.279534189954
9997,alternation,0.396133983296,0.152257491961
9998,kegs,0.396132904116,0.0
9999,laye,0.39612725967,0.0251350368106
10000,peppers,0.396110996602,0.268037919119
10001,cannon,0.396108395283,0.406125663649
10002,toppling,0.396104742788,0.0119018860514
10003,tales,0.396093123493,0.375974871569
10004,elongated,0.396089976736,0.111057708566
10005,ringed,0.396051476554,0.0111159889008
10006,politique,0.396029684687,0.0
10007,saxon,0.396025520924,0.221061947675
10008,selected,0.39601157373,0.242344366298
10009,feeble,0.396003784617,0.289622182139
10010,trachea,0.396000652105,0.377195106272
10011,sens,0.395994949217,0.0
10012,requests,0.395986217514,0.255903284288
10013,stones,0.395984503871,0.259099295978
10014,contented,0.395984370033,0.201482499546
10015,fernandez,0.395959774023,0.0
10016,domestic,0.395931429584,0.089107236649
10017,macartney,0.395924950046,0.0350911659923
10018,stature,0.395922527121,0.226367770405
10019,cure,0.395922211953,0.343629659052
10020,cannan,0.39590919498,0.0188874550229
10021,tough,0.395891280538,0.088177398875
10022,revolt,0.395889913851,0.237816855191
10023,unwashed,0.395878354021,0.0128320436014
10024,munitions,0.395874312971,0.224138612812
10025,encrusted,0.395859692471,0.0299465154782
10026,induced,0.395854528086,0.136424700138
10027,posture,0.395840640981,0.257316335005
10028,bloodshot,0.39583804227,0.132312285183
10029,cargoes,0.395811467366,0.348198708412
10030,deliciously,0.395809992934,0.0
10031,mounds,0.39579517828,0.0427559024106
10032,sinner,0.395784813096,0.4476704719
10033,thames,0.395780123249,0.266329949458
10034,menace,0.395759350905,0.429272434742
10035,fare,0.395754810421,0.311818480111
10036,emily,0.395740007135,0.161298806681
10037,feminine,0.395736269525,0.0993915173404
10038,fullness,0.395730155664,0.265788101639
10039,headings,0.395722217337,0.438790670456
10040,disorder,0.395718778296,0.0583012549991
10041,referring,0.395712774169,0.416293890492
10042,gaps,0.395710522915,0.397496512847
10043,coma,0.395690220783,0.279632837375
10044,fuego,0.395677825773,0.0745822676266
10045,smelling,0.395664245156,0.324838039379
10046,omit,0.395663817048,0.192700914819
10047,technical,0.395663593669,0.204127772279
10048,dreaming,0.395649578421,0.475916085505
10049,frayed,0.395636312762,0.0716857586806
10050,penetrated,0.395632838866,0.420926545072
10051,slavic,0.395615487332,0.173993606498
10052,creates,0.395610150238,0.271110887205
10053,palatine,0.395589434206,0.128713243615
10054,enveloped,0.395567347402,0.176237887058
10055,robbery,0.39554933015,0.497604784859
10056,connects,0.395536953198,0.368102077207
10057,demarcation,0.395533308451,0.421880931036
10058,vigo,0.395522084632,0.0309692056562
10059,non,0.395521002232,0.137070814901
10060,chalk,0.395507714776,0.207394502712
10061,inert,0.395498849839,0.123406463316
10062,prohibits,0.395494716717,0.425105542918
10063,shelf,0.39549059759,0.193811857338
10064,approximation,0.395490124099,0.160843502831
10065,review,0.395475512612,0.186125902146
10066,torrent,0.395468028611,0.200077205943
10067,soups,0.395439590474,0.191101530208
10068,heracles,0.395417737229,0.0
10069,investigators,0.395388184963,0.341700949908
10070,distinguishes,0.395369009679,0.453321264175
10071,onwards,0.395363074167,0.390473685652
10072,pension,0.395358318877,0.245231832797
10073,warmest,0.395331177573,0.343457247806
10074,called,0.395269132357,0.423251138154
10075,statesman,0.395250058477,0.547692220431
10076,dominated,0.395245102305,0.147503777247
10077,storing,0.395232263394,0.222784793862
10078,wasted,0.395231996271,0.308279580616
10079,gallows,0.395226248353,0.202901041302
10080,strife,0.395222391638,0.208817336099
10081,instructive,0.395216857014,0.351649764345
10082,headaches,0.395214005889,0.31767825373
10083,wines,0.395188550383,0.178957370919
10084,martyrs,0.395185783034,0.299405927215
10085,coup,0.395181780989,0.0708111914721
10086,refining,0.395176091584,0.130606256561
10087,orford,0.395145879475,0.0158947048981
10088,feeds,0.395129209374,0.103992067417
10089,authenticated,0.395111711081,0.277781091918
10090,guadalquivir,0.395083052064,0.0
10091,games,0.395071577503,0.291751520786
10092,galleries,0.395071202121,0.306738629752
10093,faults,0.395066986648,0.448786009705
10094,champion,0.395061273472,0.308016266966
10095,boned,0.395057595953,0.210497224211
10096,riot,0.395044447214,0.323969063402
10097,paroxysmal,0.395017464563,0.0531280119539
10098,desirous,0.395014975672,0.0846039339895
10099,secession,0.39500993953,0.0803970799717
10100,vassar,0.394974591483,0.0833465172784
10101,steuben,0.394952568653,0.0114212099489
10102,sanborn,0.394947443757,0.0
10103,xviii,0.394942438415,0.487418306899
10104,strings,0.394940893671,0.342588013519
10105,dust,0.394940057638,0.331951550298
10106,enhance,0.394925832796,0.198762354961
10107,pars,0.394924154964,0.0
10108,nouns,0.394921075542,0.63077517264
10109,ventricles,0.394920678847,0.256358883178
10110,ne,0.394910280897,0.0
10111,diploma,0.394899184258,0.292804146515
10112,elihu,0.394899096889,0.0
10113,balkans,0.394857427741,0.213907207591
10114,cunning,0.394848592287,0.120628209031
10115,mixing,0.394828075327,0.179915101007
10116,hopeful,0.394826232382,0.201385751658
10117,vermont,0.394821431223,0.258281196882
10118,strype,0.3948172335,0.0178361353144
10119,legislate,0.394814903366,0.261648691521
10120,laughs,0.394806471125,0.17249337728
10121,transfer,0.394802643327,0.291048523596
10122,ridicule,0.394797175444,0.361311037127
10123,firing,0.394784366117,0.518897166295
10124,tous,0.394780077932,0.0
10125,ascending,0.394778359155,0.307072469078
10126,woodpeckers,0.394776198553,0.0352300325565
10127,natur,0.394767955624,0.0
10128,waged,0.394766713143,0.3881617073
10129,evarts,0.39471084933,0.0
10130,cappadocia,0.394707236212,0.135827763834
10131,perceptions,0.39469789436,0.29458176056
10132,inanimate,0.394693514558,0.292104405452
10133,mitigate,0.394690230465,0.178881868548
10134,cyclops,0.394673490219,0.01120500239
10135,profess,0.394671293757,0.293849298114
10136,modes,0.39465935197,0.184177332052
10137,drunken,0.394633794724,0.0534185203226
10138,elder,0.394624688074,0.45116813792
10139,tempo,0.394624055014,0.0441892443216
